课程中，上课脉络清晰，层次分明，详略得当，而且例题多样，类型众多，是一个优秀的教学资源。,5.0
讲的很详细，听完之后把不懂的和不清楚的知识点又重新捡起来了！,5.0
zsbd很ok,5.0
非常好好奇,5.0
老师很用心,5.0
讲的可以吧,3.0
我要的就是照本宣科,5.0
很不错的学习,5.0
".....
",5.0
PPT我也会看。。,1.0
。。。。。,5.0
请问:什么时候能拿到电子证书?,2.0
为什么检测的没有详细过程，我们错了自己能弄懂？？？？,2.0
超级好用的,5.0
棒棒棒棒棒棒棒,5.0
我觉得很棒,5.0
老师好负责任呀,5.0
很好真的很不错,5.0
一开始没跟上，后来通过他来复习，真的很棒！,5.0
"老师讲的挺好的，听的也很懂
",5.0
有所收获，谢谢老师,5.0
建议可以丰富一下答案过程,5.0
讲解得很好，但是建议是否能在习题那里加上解析呢？,4.0
"老师教的很好
",5.0
"谢谢老师了
",5.0
内容很好，但习题没有答案解析，有点不方便,3.0
"超级好，讲课很细致
",5.0
good          ,5.0
有内容有收获,4.0
好好好好好,5.0
.讲得还行，但是数学老师的普通话还得练练,5.0
"唔  为啥没有后边的内容
",5.0
看书看不懂，有人帮忙讲解超棒,5.0
真的很棒，超级喜欢,5.0
失望失望失望,1.0
好不错合适自学！,4.0
还可以申请吗？,5.0
老师讲得好,5.0
为什么会这样,1.0
受益匪浅。,5.0
视频可以在多加几个例题的练习，测试希望可以给出详细的解题思路,4.0
有些老师完全按照课本念的，讲完也完全不会…,1.0
"还不错吧，虽然还有很多可以加强的地方。PPT做的很好
会出现这么多差评也是理所当然，中国文化教育水平暂时还很低，很多人都只会片面的看待事物，要么一星，要么五星。有一个觉得很明显的缺点就一星，照着念也还行
",4.0
还可以吧不,3.0
"课后习题没有解析啊
",4.0
11234,5.0
很喜欢高数，会继续的,5.0
真的十分棒！,5.0
请问大家怎么申请证书啊,5.0
非常好，特别好,5.0
我是使用同济版的，视频中的大部分都是与书上相同的，希望可以拓展一些,4.0
内容还可以，但认证收费不太好,2.0
学到了很多知识,4.0
内容很丰富,5.0
很好，学到很多,5.0
内容组织合理，有趣，重点突出，难点讲透！,4.0
还行，题不错,4.0
慕课对我帮助很大，感谢老师。你们辛苦了,5.0
通过学习，感觉达到了学习预期的目标。,5.0
赞赞赞赞赞,5.0
我觉得这是一个很好的软件，很值得可以学习,5.0
可以，清晰明了,4.0
"有点失望   分数接近满分   却要100块钱领证书
",2.0
"很有收获，从更高的角度理解了高中数学
",5.0
"通过学习慕课，让我进步很大，收获甚多
",5.0
老师讲解的非常棒,5.0
内容清晰，结构严谨~,4.0
非常棒 非常nice 但是题太多了,5.0
老师教的特别好,5.0
测试题不错，很有代表性,5.0
毕业还给老师的知识总是要拿回来的,5.0
太好啦，很有帮助,5.0
首先内容充实，喜欢老师的讲课方式，优质的教学质量，还有课堂对每一章节的细化由浅入深的学习让我受益良多。,5.0
课程内容很不错,5.0
"收获很多，
",5.0
受益良多了,5.0
课程很受益,5.0
学习到很多课外的知识。,5.0
特别强，特别厉害,5.0
照着书念了一遍,1.0
教学严谨学习充实,4.0
好，认真负责,5.0
好哈哈哈哈哈,5.0
高数很重要,5.0
质量非常好,5.0
老师讲课条理清晰，透彻，很棒,5.0
讲的确实不错，有一个问题，为什么最后不给我证书呢？,5.0
老师讲的很仔细，也很全面,5.0
老师讲的挺好的，题目的难度适中。讨论的氛围不错。,5.0
很棒，适合考前复习,5.0
感觉老师一直在念ppt。。。而且作业和考试蛮多的,3.0
内容，知识点什么的都还行，就是教学风格太枯燥了，对知识点接受能力差的同学不太友好。,3.0
啊哈真好可以的,5.0
很棒，很有用,5.0
收获挺多的，重点还是要自己多看书复习,5.0
无法考试，页面加载不出来,4.0
课程很不错,5.0
学习使我快乐,5.0
讲得很好呢,5.0
帮助很大，感谢老师,5.0
很不错，慕课的学习方式很灵活,5.0
定理的注意点讲的很清晰，测验题比较具有代表性,5.0
什么都很好 就是有点难,5.0
"还行吧很不错
",5.0
很好，自己不太会的可以多看几遍,5.0
很好的课啊,5.0
学会了很多,5.0
老师讲课条理清晰，内容丰富，重点解读十分仔细,5.0
非常好，好好,5.0
老师讲的很好，作业没有详细答案，错了不知道如何改正,4.0
同济大学就是顶,5.0
真好用，推荐,5.0
"内容很好，但是讲课讲的有点单调
",5.0
"挺好挺好挺好
",5.0
66666666666,5.0
讲的非常详细，习题也很有针对性，特别好,5.0
容易理解，练习题目也比较典型,5.0
老师讲得很到位,5.0
课程内容优秀,5.0
课程丰富，名师云集。,5.0
课程内容比较紧凑，老师讲解的很到位,5.0
安排的各个学习步骤都清晰明了，听完老师讲课后立即做题，既能加深印象又能查缺补漏，学习效果非常好,5.0
很好很好很好,5.0
很好很实用,4.0
课程内容丰富，习题都挺好,5.0
非常好，受益匪浅！,5.0
课程讲授很棒，课件内容略显单一，可以加一些扩展和故事，激发学习热情。,4.0
这和我自己把课本念一遍有区别嘛,1.0
第一次听慕课，有点失望了。我觉得老师不用那么拘束啊，还是像平时在课堂上那样侃侃而谈，谈笑风生，分享多年教学获得的习题经验，那样多好，感觉这样有点像以机器人（没有不尊重老师的意思）。我除了听老师教室里的课，还想要来听听这里的课程不是没有听懂，而是希望在这里可以获得一些书本上没有的老师的经验，独家理解啊，什么的 ,2.0
好a h h h h,5.0
讲得很好，题目难度也很棒,4.0
受益颇多。,5.0
"  学者 当为自强者也
",5.0
老师虽然是照着PPT念的，但是确实很不错，概括很详细,5.0
老师讲的都很不错,5.0
"很不错的课程，对我高数有提高

",5.0
好好好好好,4.0
讲的很细致  很有效,4.0
一般般吧。没有对定义详细的解释，像是照书做ppt。不适合自学，,2.0
两个字不错,5.0
hhhhh,1.0
"对我这个大一的人的确有帮助
",4.0
继续加油 。,4.0
老师讲得很仔细,5.0
好，很好，十分好，非常的好，好的不得了。,5.0
老师讲课很棒，但课堂内容安排的还是很少的,3.0
很开心，适合这种自主学习,5.0
照本宣科，口音问题，难以理解,1.0
good。,5.0
虽然知识点的干货讲的很一般，但能把题目分析好我就能掌握了,4.0
大学生自学很好的平台。赞！,4.0
挺好的这个慕课,5.0
"难易适中,简单易懂!",5.0
很棒的呦。。。,5.0
。。。。。。,1.0
挺好的一门课， 我学习中,5.0
"高数真的烦啊
",5.0
很好 很有收获,5.0
赞 赞赞赞赞赞,4.0
这网课只是在念ppt，详解内容太少了,1.0
还可以将的,3.0
~一我~啊都去，,5.0
提升自己能力的好帮手,5.0
希望多增加一点主观理解,3.0
老师讲的很好，学到很多东西,5.0
非常好，感谢您,5.0
成功后几节课,5.0
老师讲解的很用条例 但是如果再教授一些习题方法和数学思维就美上加美了,4.0
nice非常棒,5.0
丰富了书上的内容，老师讲解的很细致，在做题过程中不会的问老师会讲解,4.0
111112,5.0
对我很有帮助满分,5.0
这老师普通话过了吗？,1.0
这是我听过最好的课,5.0
棒棒的！！,5.0
讲的特别好,5.0
没解析差评。。,3.0
老师讲课精辟，有独到之处，非常好,5.0
好(✪▽✪),5.0
好，非常好。,5.0
很好的课程，学到很多。,5.0
感觉跟直接念书一样，与其这样我还不如自己看,2.0
很简洁 很总结,5.0
更新的速度太慢,1.0
超级超级好,5.0
超级超级很棒,5.0
good ,5.0
可以可以啊,5.0
棒棒棒啊啊啊,5.0
很棒，非常棒！,5.0
太好了，受益匪浅。,5.0
好还好还好,5.0
"很棒，学到了很多
",5.0
下载不了课程，总自己暂停,2.0
软件非常棒,5.0
受益匪浅，虽然没怎么接触高等数学，但是听周老师的课，是一种享受,5.0
讲的很好，可是跟新太慢,3.0
对着书读的,1.0
。。。。。。。,5.0
高数96，已过，感谢！善于利用问答是一个选择，没必要听老师说的PPT。,5.0
内容全面，讲解到位,5.0
很好听，有助于学习,5.0
讲课条理细致，练习难度适中,5.0
嗯嗯嗯嗯嗯嗯,5.0
非常好看 。,5.0
我觉得挺好的，对预习很有帮助，大家认真听啊,5.0
老师讲的很好 很有启发,5.0
照本宣科，我很高兴免费过了一遍书,1.0
照着读。。。。,1.0
细致基础，适合自学,5.0
没有习题课，很多习题不会解,4.0
对于我来说，很有帮助,5.0
"想找老师做高数网课家教想找老师做高数网课家教
想找老师做高数网课家教
想找老师做高数网课家教
想找老师做高数网课家教
想找老师做高数网课家教
想找老师做高数网课家教
想找老师做高数网课家教
想找老师做高数网课家教
想找老师做高数网课家教
想找老师做高数网课家教
想找老师做高数网课家教
想找老师做高数网课家教
想找老师做高数网课家教
想找老师做高数网课家教
想找老师做高数网课家教",5.0
PPT老师？,1.0
口音。。。。。。，。。，。，,5.0
好 好！！！！,5.0
收获很大，使我对高等数学又有了新的了解,5.0
我不知道那些说照课本读的同学怎么想，我感觉讲得非常好，简洁明了，五分好评！,5.0
很好很好很好,5.0
讲得很好啊，我数学基础非常差都听得懂。老师虽然有点口音，但专心听不影响效果的，很棒,5.0
好好好好好,5.0
非常实用，，已推荐给好多朋友。,5.0
老师请问，极限有什么限制条件,3.0
老师讲的很清楚，而且有了小伙伴们的讨论，感觉高数也不是那么难了，嘿嘿～,5.0
老师讲的很透彻,5.0
内容很贴切，感觉有那么点快，但讲的很好！,5.0
高等数学  加油(ง •̀_•́)ง,5.0
想听习题方法课,3.0
好的不得了，厉害,5.0
思路清晰，易于理解，如果可以多一些知识点的类比讲解可能会有更有益于知识个巩固，谢谢。,4.0
收获特别多,5.0
这课程还不错,5.0
感觉很不错,5.0
真的超级好！,5.0
不好。。。。,1.0
很Nice,5.0
Goodgood,5.0
讲的很好很全,5.0
讲的很好，很详细！,5.0
照读课本还是算了,1.0
讲的挺好的,5.0
"念ppt听不懂
",1.0
讲的太精辟,5.0
唯一不足就是无答案解析,4.0
非常好的一篇文章,5.0
好好好好好,5.0
十分有用，课前预习，课后复习！！！,5.0
要是能够更仔细就更好了,5.0
课程专业有水平,5.0
课程的内容 丰富 ，老师的讲解及课后解答也非常详细,5.0
老师讲的很仔细，很棒,5.0
吹爆了，谢谢,5.0
"和课本很符合，对我的帮助也很大
",5.0
我的课程出入基本一样。,5.0
，，，，！！！,5.0
哈哈哈哈哈哈,5.0
666666666666666666666,5.0
还可以，收益非浅,5.0
对高数知识的有了更深入的了解。,5.0
"哇！超出预期了
",5.0
很棒啊啊啊啊,5.0
"老师讲解认真
题目很具有代表性",5.0
给一颗星都嫌多。,1.0
非常好，仔细研究后有很大的收货,5.0
很好讲的非常到位,5.0
答案不全、ε=(´ο｀*)))唉,1.0
"特别棒
我太喜欢了，对我帮助很大",5.0
上课没听懂的，在这里都能听懂,5.0
超级赞，不明白的差不多都弄懂了,5.0
老师讲的很好，但是还是要注意一下细节,5.0
推荐西安交通大学高等数学一，,5.0
讲得很好，点赞！,5.0
个人感觉很有帮助,3.0
学习使我快乐,5.0
内容精炼，思路清晰，非常有用,5.0
真的很好，条理清晰，赞,5.0
非常好。我很喜欢。,5.0
爸爸啊啊啊啊啊啊啊啊啊,5.0
66666,5.0
"只是读课件
",2.0
66666,4.0
very good,5.0
老师讲的很好,5.0
老师讲的很好，都能听懂，让我在课堂上会变得更积极!,5.0
很棒不错.推荐使用,5.0
特别好！！！,5.0
照着书念的，有什么意思？ln能读成lg也是厉害,1.0
厉害了老天,5.0
还不错，很清晰,4.0
您这不就是把课本读了一遍吗。,1.0
照着PPT念，要睡着了,1.0
太棒了         ,5.0
完全是对着PPT念,1.0
念ppt 这怎么上的啊,1.0
非常不错哦,5.0
通俗易懂，很棒的老师,5.0
非常完美演绎,5.0
解答讲解都很到位详细,5.0
上课没听到才来看一看，帮助挺大的,5.0
老师讲得很清楚。,5.0
很好，可惜我们不用同济大学这版,5.0
"超级棒！！！！
",5.0
哈哈哈哈(ಡωಡ)hiahiahia,5.0
好浅啊……,1.0
这老师教的非常不错,5.0
好太好了好的很,4.0
好好好好好好,5.0
感觉超级好,5.0
我山东等我,4.0
对我很有帮助，谢谢老师,5.0
超级棒啊啊,5.0
哈哈哈呵呵呵很好,4.0
好红红火火恍恍惚惚,5.0
为什么没有考试的解析,3.0
不错没想法,5.0
很好的课 值得听,5.0
讲的太好了！,5.0
挺好的，超出预期,5.0
照本宣科那个人你是和蒋介石一个地方的吗，是定义域，不是定义约。真是醉了。。。。,1.0
更好更好发挥,5.0
非常非常好,5.0
课程挺好的,5.0
生动有趣，就是节奏太快,4.0
课非常好，听得懂，生动，能给我这种学渣一种希望的感觉,5.0
无讲解 无讲解,1.0
真的是救星,5.0
"忆
上目目单日",4.0
好棒哟  益处多多,5.0
好好用吧。,5.0
很好的。。,5.0
前面的几次课程可以回看吗,3.0
棒棒哒，加油(ง •̀_•́)ง,5.0
请问怎么退,3.0
讲解详细，细致入微。,5.0
完全照读啊,1.0
太棒了真的,5.0
仔细认真感觉都好,5.0
这，跟我买本书照着看有什么区别嘛，自己学习理解不了的还是不能从这里面学到什么,2.0
相当不错哦,5.0
函数不是函数值，差评,1.0
满意，可以，,5.0
老师讲板书，太死板了,1.0
超级棒棒棒,5.0
答案可以有解析会更好,4.0
666666,5.0
非常好！超级给力呐！,5.0
老师讲的太好了！！简明扼要，重点突出而又全而不漏！,5.0
。。。。。,5.0
讲解到位，详细,5.0
"        感觉数学就是我的命，怎么学都学不好
",5.0
真的还没有我们数学老师讲的好，我是二本专业,1.0
很棒！加油！,5.0
个人感觉不错,5.0
哈哈哈好好,5.0
棒让我爱上它,5.0
服了啊啊啊,1.0
循序渐进组织，思路清晰，容易理解,5.0
照本宣科 真是,1.0
感觉高数不再是问题,5.0
老师棒棒哒,5.0
真的很有用，老师辛苦了,5.0
讲的有点点模糊了！！！,3.0
好      。。。。。。。。。。。。,5.0
完全是照本宣科,1.0
好好好，很棒,5.0
太好了。。。。,5.0
蛮好，实用性很强,5.0
希望题目都能有详细的解析，而不是只有答案。,3.0
真的挺厉害的,5.0
太喜欢了。,5.0
很好，说的很棒,5.0
老师讲的非常通透,5.0
老师讲的十分到位，非常棒，我完全听懂了,5.0
太好了，课堂上老师讲的太快了，两节课30页，完全吸收不了，还好可以在这里学习,5.0
老师讲的很好,5.0
喜欢贴心好好,5.0
课讲的很好,5.0
老师讲的很细。很优秀,5.0
不错，很好用,5.0
"很棒，比我们高数老师讲的好多了，讲的很细
我做了两节课的飞机现在听了这个下次上课应该就不会做飞机了",5.0
感觉我找到了拯救我高数的救命稻草了！感觉我们老师上课就是对课本的简单重复罢了。。。也不会想到用几何方法讲解部分内容，老师讲的内容很棒，还会继续看下去。,5.0
老师讲的蛮好的,5.0
很好，对我帮助很大,5.0
测试没有解析，上课都是书上内容，不能理解,1.0
太棒了这个,5.0
期待提升，。。,5.0
老师授课很细致 ,5.0
特别特别好,5.0
课程的讲解非常贴合教材；而且语速不快，有足够的时间去思考，充分解决了上课没听懂的知识点。,5.0
好好好好好,4.0
一个劲的念书,1.0
非常棒棒哒,5.0
题目可以更多,3.0
大家别看这个了，我拿命给大家安利b站上海交通大学乐经良教授的高等数学，讲得真的太好了，绝了,1.0
很好的软件,5.0
很好，个人认为很实用,5.0
很好，希望能对我有所帮助,5.0
老师讲的超好,5.0
很好很好很好,5.0
慕课要解决的问题是照着PPT念的老师，既然来学了就想知道的是书上难以理解的或者需要扩展的，而不是复读机。,1.0
完美的授课,5.0
自我感觉良好,5.0
真的非常棒！,5.0
老师讲的超级详细  而且内容分明很容易听懂不会的还可以提问  很喜欢这样即使课上没听懂  也不会太害怕,5.0
内容非常不错,5.0
可以退课吗，真是一般般,1.0
"看书和听课还是不太一样的
老师不对着书讲 拿什么讲？
视频相当于梳理一遍书本 可以预习用
挺好的",5.0
特别差!不要浪费时间,1.0
讲的很好，说是照念课本的那些人，你们想把这节课讲出花吗?,5.0
课讲的太死板了，不生动活泼，让人提不起兴趣。概念讲的太快没有时间理解，云里雾里。,3.0
课程特别棒，还可以一起讨论,5.0
。。。。。。,5.0
很好很棒精彩,5.0
读PPT的话，我读的也不错的。,2.0
感谢这个课程！大学加油！,5.0
好好好红红火火,5.0
好好好好好,5.0
讲的是真的不错,5.0
清楚简洁好,5.0
不错，至少要点都讲了,5.0
我看不了题，总是碎裂的图片，加载不出来,1.0
基本就是在念课本，合自己读有什么区别？,1.0
非常好  很棒,5.0
很好很好很好,3.0
还不如看书,1.0
非常有用哦,5.0
为什么题的图片加载不出来,1.0
棒棒棒棒棒！,5.0
很厉害的样子,5.0
建议老师把练习题过程思路在下一个视频简单讲一下,5.0
很有用的课程软件,5.0
不错的课堂,4.0
图片加载不出来,1.0
看的不错呦,4.0
可以的嗯嗯五个字好多啊,5.0
讲的感觉不怎么样，为啥还是精品课程,3.0
讲的还没有教材细致，还不如看教材呢,1.0
讲的是真的好,5.0
不行啊感觉你讲的听不懂,1.0
"为啥测试加载不出来
",5.0
好，比老师讲得好多啦,5.0
挺好的啊我,4.0
好好学习天天向上,5.0
讲的特别好,5.0
超级超级满意,5.0
虽然听不懂，但是感觉挺好的,5.0
完美的诠释了什么叫“照本宣科”,1.0
"测试图片打不开
",1.0
听到口音，我哭了，绝了,3.0
emmmmmm浪费时间,1.0
好，有帮助,5.0
"读pttt
",1.0
666666,5.0
照着课本书读  听不懂   心好慌（哭哭哭）,1.0
很有帮助呢,5.0
很不错啊。,5.0
真的挺好的，不会的问题我听懂了百分之90,5.0
还可以还可以,5.0
这样吧，读读复习时候看看,3.0
好，真的好，特别好,5.0
我觉得挺好的,4.0
军训的时候还可以提前听到课，真的很赞啊,5.0
讲得很好，很详细,5.0
课程覆盖面很全，定义等理论讲解清晰明了，证明客观全面，条理清晰，简单易懂,4.0
"老师辛苦了，但是有一些小疑惑：整个课程都是老师在读书和ppt，我不知道是因为免费网课的原因还是怎样，大家来看不就是为了解决自己不懂的，或者是错过的知识吗？？
如果是读书教学➕ppt观看那与我们自己看书何异呢？老师自己的工作不也是无用功了吗？
希望多一些拓展举例，哪怕是公理定理的“换个说法、也就是说”等直白拆解细致的内容呢？？",2.0
非常好，清晰，讲的透测,5.0
特别好！！！！,5.0
老师真棒！细节好。,5.0
好，讲的很清楚,5.0
老师讲的挺好的,5.0
网还OK，为什么视频加载不出来,3.0
很厉害  感觉很有用,4.0
12345,5.0
我理解的很好,5.0
"有没有习题的答案和解析
",5.0
"大一好好学
",5.0
老师讲解非常到位,5.0
哈哈哈还好,5.0
好的一批，嘿嘿,5.0
非常感谢！,5.0
"有些题目看不到
",5.0
完美到了我啥也不想说,5.0
可以阔以 哈哈哈,4.0
好啊真的好,5.0
"加`weixin:【yhqflpt】领券 （yōu优huì惠quàn券fǎn返lì利píng平tái台 的拼音首字母）
不仅省钱还能赚钱",5.0
一边看书一边听老师讲，很有效果。,4.0
不错的课程可以学到东西,5.0
老师讲的很好，简练易懂，全程干货节奏紧凑,5.0
老师讲的内容很完整，讲课进度也很合适，课件内容也条分缕析,5.0
讲解通俗易懂,5.0
好好好好好,5.0
很棒的讲解,5.0
hhhhhhhh,5.0
课程详细内容丰富,5.0
快忘光了！,5.0
好好好好好,5.0
很棒棒哈哈哈,5.0
这样也叫课程？,1.0
还不错，挺有帮助,5.0
我看不到题目，只有选项,5.0
这种年PPT的课程还被评为精品真的是有点失望，看了浪费时间。,1.0
速度有点快，没课件，需要反复暂停记一些东西,4.0
非常好，醍醐灌顶,5.0
啊啊啊啊好,5.0
很棒哦啊啊啊,5.0
课程不错，很好哦,3.0
？？？？？,1.0
内容有用效果也很好,5.0
讲的很细，很不错,4.0
挺好的，点个赞,5.0
- ̗̀(๑ᵔ⌔ᵔ๑),5.0
念课文吗？,3.0
希望老师能够多讲课后配套的例题,3.0
好好好好好好好好好好,5.0
很有帮助的,5.0
好该基金经理经历了,5.0
"加深了我对高数的理解和认识，对于我大一初期适应高数课程很有帮助
",5.0
这个软件好棒啊,5.0
真好，太棒了,5.0
老师讲的很清楚,5.0
很有帮助哦,5.0
一般般一般般,1.0
66666,5.0
照着教材念，无意义,1.0
好的呢！！,5.0
棒的哦，值得一看,5.0
只是读PPT失望,2.0
以罗列概念为主，缺少深入讲解和例题应用,2.0
全对^_^,5.0
普通话能不能标准点，值域，读成ziyu ,3.0
看到有评论说伸手党没资格说不好的，我想说即便你收费也会有人冲着同济去付费听课的，既然要搞这个课程就别随便应付人，既然做的那么水就别怕批评建议。这不像是一个重点大学该有的态度。,1.0
课程内容组织挺好的，授课安排切当。,5.0
哎，还买同济大学的高等数学，来这里看看，是不是课，结果很失望，照着念，初中来都行，精品课  哎,2.0
谢谢各位老师的付出,5.0
"有点无聊。
",2.0
